"workerid","nat","age","gender","race","region","gendComments","raceComments","genComments","name1","trialtype","content","qtype","context","prev","rhetorical","negevidential","posepist","surprise","indignation","comment","experiment","qtype2"
"S_316","Y","20s","M","CAU","MW",NA,"",NA,"Lily","snpi","anything","pq","c1","snpi-anything-c2",87,41,86,57,41,"","exp2a","pq"
"S_316","Y","20s","M","CAU","MW",NA,"",NA,"Andrew","mnpi","give","evenpnq","c1","mnpi-give-c2",36,81,58,88,83,"","exp2a","evenpnq"
"S_316","Y","20s","M","CAU","MW",NA,"",NA,"Matt","evenh","solve","pnq","c1","evenh-solve-c2",70,61,59,40,18,"","exp2a","pnq"
"S_316","Y","20s","M","CAU","MW",NA,"",NA,"Carrie","evenl","inkling","evenq","c1","evenl-inkling-c2",37,80,55,73,84,"","exp2a","evenq"
"S_81","Y","20s","M","ASI","SO",NA,"",NA,"Lily","snpi","anything","pnq","c1","snpi-anything-c2",100,84,76,74,56,"","exp2a","pnq"
"S_81","Y","20s","M","ASI","SO",NA,"",NA,"Alice","mnpi","lift","pq","c1","mnpi-lift-c2",71,41,24,61,60,"","exp2a","pq"
"S_81","Y","20s","M","ASI","SO",NA,"",NA,"Sally","evenh","call","evenq","c1","evenh-call-c2",22,68,70,67,81,"","exp2a","evenq"
"S_81","Y","20s","M","ASI","SO",NA,"",NA,"Jacob","evenl","grain","evenpnq","c1","evenl-grain-c2",23,78,15,39,71,"","exp2a","evenpnq"
"S_58","Y","40s","M","CAU","NE",NA,"",NA,"Lily","snpi","anything","evenpnq","c1","snpi-anything-c2",8,94,87,97,68,"","exp2a","evenpnq"
"S_58","Y","40s","M","CAU","NE",NA,"",NA,"Sally","evenh","call","pq","c1","evenh-call-c2",88,14,26,30,9,"","exp2a","pq"
"S_58","Y","40s","M","CAU","NE",NA,"",NA,"Carrie","evenl","inkling","pnq","c1","evenl-inkling-c2",77,92,90,93,60,"","exp2a","pnq"
"S_58","Y","40s","M","CAU","NE",NA,"",NA,"Alice","mnpi","lift","evenq","c1","mnpi-lift-c2",20,94,88,94,63,"","exp2a","evenq"
"S_383","Y","30s","M","CAU","MA",NA,"",NA,"Carrie","evenl","inkling","pnq","c1","evenl-inkling-c2",70,61,64,34,37,"good","exp2a","pnq"
"S_383","Y","30s","M","CAU","MA",NA,"",NA,"Sally","evenh","call","pq","c1","evenh-call-c2",34,63,61,40,73,"good","exp2a","pq"
"S_383","Y","30s","M","CAU","MA",NA,"",NA,"Roy","snpi","anytime","evenpnq","c1","snpi-anytime-c2",63,35,83,69,61,"veryn good","exp2a","evenpnq"
"S_383","Y","30s","M","CAU","MA",NA,"",NA,"Andrew","mnpi","give","evenq","c1","mnpi-give-c2",62,62,62,75,82,"very good","exp2a","evenq"
"S_342","Y","50s","F","CAU","SO",NA,"",NA,"Carrie","evenl","inkling","pnq","c1","evenl-inkling-c2",0,93,17,67,71,"","exp2a","pnq"
"S_342","Y","50s","F","CAU","SO",NA,"",NA,"Sally","evenh","call","pq","c1","evenh-call-c2",69,27,61,62,10,"","exp2a","pq"
"S_342","Y","50s","F","CAU","SO",NA,"",NA,"Andrew","mnpi","give","evenq","c1","mnpi-give-c2",40,94,41,89,88,"","exp2a","evenq"
"S_342","Y","50s","F","CAU","SO",NA,"",NA,"Roy","snpi","anytime","evenpnq","c1","snpi-anytime-c2",63,85,74,87,32,"","exp2a","evenpnq"
"S_62","Y","30s","M","LAT","WE",NA,"",NA,"Alice","mnpi","lift","pnq","c1","mnpi-lift-c2",0,100,100,100,69,"","exp2a","pnq"
"S_62","Y","30s","M","LAT","WE",NA,"",NA,"Sally","evenh","call","evenpnq","c1","evenh-call-c2",100,100,100,98,83,"","exp2a","evenpnq"
"S_62","Y","30s","M","LAT","WE",NA,"",NA,"Carrie","evenl","inkling","pq","c1","evenl-inkling-c2",0,100,100,100,25,"","exp2a","pq"
"S_62","Y","30s","M","LAT","WE",NA,"",NA,"Roy","snpi","anytime","evenq","c1","snpi-anytime-c2",0,100,100,100,20,"","exp2a","evenq"
"S_54","Y","30s","M","CAU","MW",NA,"",NA,"Carrie","evenl","inkling","pq","c1","evenl-inkling-c2",36,74,27,30,64,"","exp2a","pq"
"S_54","Y","30s","M","CAU","MW",NA,"",NA,"Sally","evenh","call","evenpnq","c1","evenh-call-c2",12,67,17,76,40,"","exp2a","evenpnq"
"S_54","Y","30s","M","CAU","MW",NA,"",NA,"Andrew","mnpi","give","pnq","c1","mnpi-give-c2",15,29,28,70,65,"","exp2a","pnq"
"S_54","Y","30s","M","CAU","MW",NA,"",NA,"Lily","snpi","anything","evenq","c1","snpi-anything-c2",28,63,63,78,74,"","exp2a","evenq"
"S_56","Y","40s","F","AFR","SO",NA,"",NA,"Lily","snpi","anything","evenq","c1","snpi-anything-c2",10,1,100,85,72,"","exp2a","evenq"
"S_56","Y","40s","F","AFR","SO",NA,"",NA,"Jacob","evenl","grain","pq","c1","evenl-grain-c2",100,0,75,60,53,"","exp2a","pq"
"S_56","Y","40s","F","AFR","SO",NA,"",NA,"Sally","evenh","call","evenpnq","c1","evenh-call-c2",71,30,63,72,23,"","exp2a","evenpnq"
"S_56","Y","40s","F","AFR","SO",NA,"",NA,"Andrew","mnpi","give","pnq","c1","mnpi-give-c2",74,82,73,80,80,"","exp2a","pnq"
"S_162","Y","30s","F","CAU","SO",NA,"",NA,"Lily","snpi","anything","pnq","c1","snpi-anything-c2",2,98,99,50,0,"","exp2a","pnq"
"S_162","Y","30s","F","CAU","SO",NA,"",NA,"Sally","evenh","call","evenq","c1","evenh-call-c2",0,17,100,76,15,"","exp2a","evenq"
"S_162","Y","30s","F","CAU","SO",NA,"",NA,"Andrew","mnpi","give","pq","c1","mnpi-give-c2",50,1,50,73,78,"","exp2a","pq"
"S_162","Y","30s","F","CAU","SO",NA,"",NA,"Carrie","evenl","inkling","evenpnq","c1","evenl-inkling-c2",0,75,100,100,25,"","exp2a","evenpnq"
"S_3","Y","30s","F","CAU","MW",NA,"",NA,"Andrew","mnpi","give","evenpnq","c1","mnpi-give-c2",17,40,59,87,28,"","exp2a","evenpnq"
"S_3","Y","30s","F","CAU","MW",NA,"",NA,"Jacob","evenl","grain","evenq","c1","evenl-grain-c2",60,66,64,80,23,"","exp2a","evenq"
"S_3","Y","30s","F","CAU","MW",NA,"",NA,"Matt","evenh","solve","pnq","c1","evenh-solve-c2",86,19,87,38,2,"","exp2a","pnq"
"S_3","Y","30s","F","CAU","MW",NA,"",NA,"Roy","snpi","anytime","pq","c1","snpi-anytime-c2",65,35,66,59,6,"","exp2a","pq"
"S_301","Y","30s","M","ASI","MA",NA,"",NA,"Roy","snpi","anytime","evenpnq","c1","snpi-anytime-c2",100,100,100,100,0,"","exp2a","evenpnq"
"S_301","Y","30s","M","ASI","MA",NA,"",NA,"Andrew","mnpi","give","evenq","c1","mnpi-give-c2",73,74,72,87,73,"","exp2a","evenq"
"S_301","Y","30s","M","ASI","MA",NA,"",NA,"Matt","evenh","solve","pq","c1","evenh-solve-c2",74,73,78,85,12,"","exp2a","pq"
"S_301","Y","30s","M","ASI","MA",NA,"",NA,"Carrie","evenl","inkling","pnq","c1","evenl-inkling-c2",71,85,73,84,57,"","exp2a","pnq"
"S_95","Y","20s","M","CAU","SW",NA,"",NA,"Roy","snpi","anytime","pnq","c1","snpi-anytime-c2",100,75,75,75,75,"","exp2a","pnq"
"S_95","Y","20s","M","CAU","SW",NA,"",NA,"Matt","evenh","solve","evenq","c1","evenh-solve-c2",20,40,20,70,70,"","exp2a","evenq"
"S_95","Y","20s","M","CAU","SW",NA,"",NA,"Alice","mnpi","lift","pq","c1","mnpi-lift-c2",50,50,75,75,80,"","exp2a","pq"
"S_95","Y","20s","M","CAU","SW",NA,"",NA,"Carrie","evenl","inkling","evenpnq","c1","evenl-inkling-c2",0,100,20,100,100,"","exp2a","evenpnq"
"S_147","Y","50s","F","CAU","MA",NA,"",NA,"Alice","mnpi","lift","pnq","c1","mnpi-lift-c2",33,58,65,35,20,"","exp2a","pnq"
"S_147","Y","50s","F","CAU","MA",NA,"",NA,"Carrie","evenl","inkling","pq","c1","evenl-inkling-c2",33,68,10,13,27,"","exp2a","pq"
"S_147","Y","50s","F","CAU","MA",NA,"",NA,"Lily","snpi","anything","evenq","c1","snpi-anything-c2",10,85,73,80,55,"","exp2a","evenq"
"S_147","Y","50s","F","CAU","MA",NA,"",NA,"Sally","evenh","call","evenpnq","c1","evenh-call-c2",38,59,74,65,15,"","exp2a","evenpnq"
"S_314","Y","40s","F","CAU","MW",NA,"",NA,"Carrie","evenl","inkling","evenq","c1","evenl-inkling-c2",0,0,0,0,100,"","exp2a","evenq"
"S_314","Y","40s","F","CAU","MW",NA,"",NA,"Matt","evenh","solve","pnq","c1","evenh-solve-c2",68,0,100,11,0,"","exp2a","pnq"
"S_314","Y","40s","F","CAU","MW",NA,"",NA,"Alice","mnpi","lift","evenpnq","c1","mnpi-lift-c2",4,73,77,87,77,"","exp2a","evenpnq"
"S_314","Y","40s","F","CAU","MW",NA,"",NA,"Lily","snpi","anything","pq","c1","snpi-anything-c2",34,0,86,30,33,"","exp2a","pq"
"S_182","Y","50s","M","CAU","SW",NA,"",NA,"Sally","evenh","call","evenpnq","c1","evenh-call-c2",1,98,99,99,73,"","exp2a","evenpnq"
"S_182","Y","50s","M","CAU","SW",NA,"",NA,"Roy","snpi","anytime","evenq","c1","snpi-anytime-c2",31,66,80,96,56,"","exp2a","evenq"
"S_182","Y","50s","M","CAU","SW",NA,"",NA,"Jacob","evenl","grain","pq","c1","evenl-grain-c2",5,87,6,87,76,"","exp2a","pq"
"S_182","Y","50s","M","CAU","SW",NA,"",NA,"Alice","mnpi","lift","pnq","c1","mnpi-lift-c2",89,97,96,98,77,"","exp2a","pnq"
"S_322","Y","40s","F","CAU","SO",NA,"",NA,"Alice","mnpi","lift","pnq","c1","mnpi-lift-c2",15,60,57,30,36,"","exp2a","pnq"
"S_322","Y","40s","F","CAU","SO",NA,"",NA,"Lily","snpi","anything","evenq","c1","snpi-anything-c2",58,62,61,59,57,"","exp2a","evenq"
"S_322","Y","40s","F","CAU","SO",NA,"",NA,"Jacob","evenl","grain","pq","c1","evenl-grain-c2",18,76,61,57,38,"","exp2a","pq"
"S_322","Y","40s","F","CAU","SO",NA,"",NA,"Sally","evenh","call","evenpnq","c1","evenh-call-c2",59,64,60,57,36,"","exp2a","evenpnq"
"S_30","Y","60s","F","CAU","MA",NA,"",NA,"Sally","evenh","call","pq","c1","evenh-call-c2",65,12,60,28,1,"","exp2a","pq"
"S_30","Y","60s","F","CAU","MA",NA,"",NA,"Jacob","evenl","grain","pnq","c1","evenl-grain-c2",82,86,80,70,25,"","exp2a","pnq"
"S_30","Y","60s","F","CAU","MA",NA,"",NA,"Lily","snpi","anything","evenpnq","c1","snpi-anything-c2",94,96,95,95,50,"","exp2a","evenpnq"
"S_30","Y","60s","F","CAU","MA",NA,"",NA,"Andrew","mnpi","give","evenq","c1","mnpi-give-c2",15,42,56,70,85,"","exp2a","evenq"
"S_116","Y","60s","F","CAU","SO",NA,"",NA,"Carrie","evenl","inkling","pq","c1","evenl-inkling-c2",11,79,92,71,78,"","exp2a","pq"
"S_116","Y","60s","F","CAU","SO",NA,"",NA,"Alice","mnpi","lift","pnq","c1","mnpi-lift-c2",88,94,95,90,86,"","exp2a","pnq"
"S_116","Y","60s","F","CAU","SO",NA,"",NA,"Roy","snpi","anytime","evenq","c1","snpi-anytime-c2",22,79,71,76,32,"","exp2a","evenq"
"S_116","Y","60s","F","CAU","SO",NA,"",NA,"Sally","evenh","call","evenpnq","c1","evenh-call-c2",63,77,76,67,14,"","exp2a","evenpnq"
"S_175","Y","20s","F","ASI","WE",NA,"",NA,"Andrew","mnpi","give","evenq","c1","mnpi-give-c2",0,38,63,63,65,"","exp2a","evenq"
"S_175","Y","20s","F","ASI","WE",NA,"",NA,"Lily","snpi","anything","evenpnq","c1","snpi-anything-c2",0,67,60,73,76,"","exp2a","evenpnq"
"S_175","Y","20s","F","ASI","WE",NA,"",NA,"Jacob","evenl","grain","pnq","c1","evenl-grain-c2",76,97,83,57,37,"","exp2a","pnq"
"S_175","Y","20s","F","ASI","WE",NA,"",NA,"Sally","evenh","call","pq","c1","evenh-call-c2",68,41,61,0,0,"","exp2a","pq"
"S_332","N","30s","M","ASI","nonUS",NA,"",NA,"Roy","snpi","anytime","evenpnq","c1","snpi-anytime-c2",99,45,99,89,63,"","exp2a","evenpnq"
"S_332","N","30s","M","ASI","nonUS",NA,"",NA,"Alice","mnpi","lift","evenq","c1","mnpi-lift-c2",68,56,70,90,58,"","exp2a","evenq"
"S_332","N","30s","M","ASI","nonUS",NA,"",NA,"Jacob","evenl","grain","pnq","c1","evenl-grain-c2",60,77,58,97,98,"","exp2a","pnq"
"S_332","N","30s","M","ASI","nonUS",NA,"",NA,"Matt","evenh","solve","pq","c1","evenh-solve-c2",22,59,33,82,77,"","exp2a","pq"
"S_86","Y","30s","F","LAT","WE",NA,"",NA,"Lily","snpi","anything","pnq","c1","snpi-anything-c2",91,8,75,52,15,"","exp2a","pnq"
"S_86","Y","30s","F","LAT","WE",NA,"",NA,"Carrie","evenl","inkling","evenpnq","c1","evenl-inkling-c2",7,77,70,63,55,"","exp2a","evenpnq"
"S_86","Y","30s","F","LAT","WE",NA,"",NA,"Matt","evenh","solve","evenq","c1","evenh-solve-c2",79,60,78,82,56,"","exp2a","evenq"
"S_86","Y","30s","F","LAT","WE",NA,"",NA,"Alice","mnpi","lift","pq","c1","mnpi-lift-c2",50,50,50,50,15,"","exp2a","pq"
"S_142","Y","30s","M","ASI","WE",NA,"",NA,"Carrie","evenl","inkling","pq","c1","evenl-inkling-c2",13,7,87,89,6,"","exp2a","pq"
"S_142","Y","30s","M","ASI","WE",NA,"",NA,"Lily","snpi","anything","evenq","c1","snpi-anything-c2",90,92,91,100,71,"","exp2a","evenq"
"S_142","Y","30s","M","ASI","WE",NA,"",NA,"Matt","evenh","solve","evenpnq","c1","evenh-solve-c2",85,78,88,95,67,"","exp2a","evenpnq"
"S_142","Y","30s","M","ASI","WE",NA,"",NA,"Alice","mnpi","lift","pnq","c1","mnpi-lift-c2",93,66,81,96,68,"","exp2a","pnq"
"S_141","Y","50s","M","CAU","SO",NA,"",NA,"Alice","mnpi","lift","pq","c1","mnpi-lift-c2",80,71,51,72,69,"","exp2a","pq"
"S_141","Y","50s","M","CAU","SO",NA,"",NA,"Lily","snpi","anything","pnq","c1","snpi-anything-c2",30,74,83,84,78,"","exp2a","pnq"
"S_141","Y","50s","M","CAU","SO",NA,"",NA,"Sally","evenh","call","evenq","c1","evenh-call-c2",27,79,78,78,51,"","exp2a","evenq"
"S_141","Y","50s","M","CAU","SO",NA,"",NA,"Carrie","evenl","inkling","evenpnq","c1","evenl-inkling-c2",13,93,68,92,93,"","exp2a","evenpnq"
"S_60","Y","20s","M","ASI","MW",NA,"",NA,"Lily","snpi","anything","pnq","c1","snpi-anything-c2",100,100,100,100,0,"","exp2a","pnq"
"S_60","Y","20s","M","ASI","MW",NA,"",NA,"Alice","mnpi","lift","pq","c1","mnpi-lift-c2",100,100,100,100,0,"","exp2a","pq"
"S_60","Y","20s","M","ASI","MW",NA,"",NA,"Carrie","evenl","inkling","evenpnq","c1","evenl-inkling-c2",100,100,100,100,50,"","exp2a","evenpnq"
"S_60","Y","20s","M","ASI","MW",NA,"",NA,"Sally","evenh","call","evenq","c1","evenh-call-c2",100,100,100,100,0,"","exp2a","evenq"
"S_343","Y","30s","F","CAU","MW",NA,"",NA,"Sally","evenh","call","evenq","c1","evenh-call-c2",18,8,61,40,75,"","exp2a","evenq"
"S_343","Y","30s","F","CAU","MW",NA,"",NA,"Carrie","evenl","inkling","evenpnq","c1","evenl-inkling-c2",26,58,59,69,79,"","exp2a","evenpnq"
"S_343","Y","30s","F","CAU","MW",NA,"",NA,"Andrew","mnpi","give","pq","c1","mnpi-give-c2",80,30,57,36,21,"","exp2a","pq"
"S_343","Y","30s","F","CAU","MW",NA,"",NA,"Roy","snpi","anytime","pnq","c1","snpi-anytime-c2",67,56,74,66,56,"","exp2a","pnq"
"S_233","Y","60s","M","CAU","SO",NA,"",NA,"Matt","evenh","solve","evenq","c1","evenh-solve-c2",46,38,40,44,43,"","exp2a","evenq"
"S_233","Y","60s","M","CAU","SO",NA,"",NA,"Lily","snpi","anything","pnq","c1","snpi-anything-c2",56,43,55,54,43,"","exp2a","pnq"
"S_233","Y","60s","M","CAU","SO",NA,"",NA,"Jacob","evenl","grain","evenpnq","c1","evenl-grain-c2",58,56,54,53,44,"","exp2a","evenpnq"
"S_233","Y","60s","M","CAU","SO",NA,"",NA,"Alice","mnpi","lift","pq","c1","mnpi-lift-c2",54,56,53,55,46,"","exp2a","pq"
"S_250","Y","20s","F","CAU","MA",NA,"",NA,"Carrie","evenl","inkling","pnq","c1","evenl-inkling-c2",80,16,50,77,12,"","exp2a","pnq"
"S_250","Y","20s","F","CAU","MA",NA,"",NA,"Lily","snpi","anything","evenpnq","c1","snpi-anything-c2",86,81,65,89,24,"","exp2a","evenpnq"
"S_250","Y","20s","F","CAU","MA",NA,"",NA,"Matt","evenh","solve","pq","c1","evenh-solve-c2",50,9,27,73,12,"","exp2a","pq"
"S_250","Y","20s","F","CAU","MA",NA,"",NA,"Andrew","mnpi","give","evenq","c1","mnpi-give-c2",14,16,24,18,87,"","exp2a","evenq"
"S_251","Y","40s","M","CAU","WE",NA,"",NA,"Carrie","evenl","inkling","pq","c1","evenl-inkling-c2",11,50,60,0,64,"","exp2a","pq"
"S_251","Y","40s","M","CAU","WE",NA,"",NA,"Roy","snpi","anytime","evenq","c1","snpi-anytime-c2",15,100,68,61,75,"","exp2a","evenq"
"S_251","Y","40s","M","CAU","WE",NA,"",NA,"Alice","mnpi","lift","pnq","c1","mnpi-lift-c2",27,18,73,58,62,"","exp2a","pnq"
"S_251","Y","40s","M","CAU","WE",NA,"",NA,"Sally","evenh","call","evenpnq","c1","evenh-call-c2",36,63,83,83,33,"","exp2a","evenpnq"
"S_138","Y","30s","M","CAU","SO",NA,"",NA,"Matt","evenh","solve","evenq","c1","evenh-solve-c2",0,100,15,85,0,"","exp2a","evenq"
"S_138","Y","30s","M","CAU","SO",NA,"",NA,"Andrew","mnpi","give","pq","c1","mnpi-give-c2",50,79,1,62,0,"","exp2a","pq"
"S_138","Y","30s","M","CAU","SO",NA,"",NA,"Jacob","evenl","grain","evenpnq","c1","evenl-grain-c2",4,91,0,64,19,"","exp2a","evenpnq"
"S_138","Y","30s","M","CAU","SO",NA,"",NA,"Lily","snpi","anything","pnq","c1","snpi-anything-c2",89,14,0,73,6,"","exp2a","pnq"
"S_228","Y","60s","M","CAU","NE",NA,"",NA,"Sally","evenh","call","evenq","c1","evenh-call-c2",15,61,23,58,64,"","exp2a","evenq"
"S_228","Y","60s","M","CAU","NE",NA,"",NA,"Andrew","mnpi","give","pq","c1","mnpi-give-c2",11,49,39,57,56,"","exp2a","pq"
"S_228","Y","60s","M","CAU","NE",NA,"",NA,"Roy","snpi","anytime","pnq","c1","snpi-anytime-c2",76,55,45,63,58,"","exp2a","pnq"
"S_228","Y","60s","M","CAU","NE",NA,"",NA,"Carrie","evenl","inkling","evenpnq","c1","evenl-inkling-c2",54,58,34,56,56,"","exp2a","evenpnq"
"S_94","Y","40s","M","CAU","MW",NA,"",NA,"Carrie","evenl","inkling","pq","c1","evenl-inkling-c2",22,0,0,1,0,"","exp2a","pq"
"S_94","Y","40s","M","CAU","MW",NA,"",NA,"Andrew","mnpi","give","pnq","c1","mnpi-give-c2",0,100,20,65,56,"","exp2a","pnq"
"S_94","Y","40s","M","CAU","MW",NA,"",NA,"Matt","evenh","solve","evenpnq","c1","evenh-solve-c2",0,0,16,68,46,"","exp2a","evenpnq"
"S_94","Y","40s","M","CAU","MW",NA,"",NA,"Lily","snpi","anything","evenq","c1","snpi-anything-c2",0,0,57,80,0,"","exp2a","evenq"
"S_220","Y","20s","F","LAT","SO",NA,"",NA,"Carrie","evenl","inkling","pnq","c1","evenl-inkling-c2",78,29,74,30,79,"","exp2a","pnq"
"S_220","Y","20s","F","LAT","SO",NA,"",NA,"Andrew","mnpi","give","evenq","c1","mnpi-give-c2",24,73,79,21,72,"","exp2a","evenq"
"S_220","Y","20s","F","LAT","SO",NA,"",NA,"Roy","snpi","anytime","evenpnq","c1","snpi-anytime-c2",75,14,86,39,80,"","exp2a","evenpnq"
"S_220","Y","20s","F","LAT","SO",NA,"",NA,"Matt","evenh","solve","pq","c1","evenh-solve-c2",67,31,81,69,41,"","exp2a","pq"
"S_63","Y","40s","F","CAU","SW",NA,"",NA,"Lily","snpi","anything","pq","c1","snpi-anything-c2",65,31,65,55,21,"","exp2a","pq"
"S_63","Y","40s","F","CAU","SW",NA,"",NA,"Jacob","evenl","grain","evenq","c1","evenl-grain-c2",78,76,68,41,34,"","exp2a","evenq"
"S_63","Y","40s","F","CAU","SW",NA,"",NA,"Matt","evenh","solve","pnq","c1","evenh-solve-c2",73,76,74,78,28,"","exp2a","pnq"
"S_63","Y","40s","F","CAU","SW",NA,"",NA,"Alice","mnpi","lift","evenpnq","c1","mnpi-lift-c2",57,75,56,63,66,"","exp2a","evenpnq"
"S_4","Y","20s","F","CAU","SO",NA,"",NA,"Carrie","evenl","inkling","pq","c1","evenl-inkling-c2",18,71,3,21,81,"","exp2a","pq"
"S_4","Y","20s","F","CAU","SO",NA,"",NA,"Sally","evenh","call","evenpnq","c1","evenh-call-c2",74,73,89,83,59,"","exp2a","evenpnq"
"S_4","Y","20s","F","CAU","SO",NA,"",NA,"Alice","mnpi","lift","pnq","c1","mnpi-lift-c2",56,75,70,77,67,"","exp2a","pnq"
"S_4","Y","20s","F","CAU","SO",NA,"",NA,"Lily","snpi","anything","evenq","c1","snpi-anything-c2",71,100,82,78,94,"","exp2a","evenq"
"S_185","Y","20s","F","ASI","WE",NA,"",NA,"Lily","snpi","anything","evenpnq","c1","snpi-anything-c2",10,79,100,100,84,"","exp2a","evenpnq"
"S_185","Y","20s","F","ASI","WE",NA,"",NA,"Matt","evenh","solve","pq","c1","evenh-solve-c2",50,25,0,0,0,"","exp2a","pq"
"S_185","Y","20s","F","ASI","WE",NA,"",NA,"Alice","mnpi","lift","evenq","c1","mnpi-lift-c2",50,76,19,80,3,"","exp2a","evenq"
"S_185","Y","20s","F","ASI","WE",NA,"",NA,"Carrie","evenl","inkling","pnq","c1","evenl-inkling-c2",71,50,65,77,50,"","exp2a","pnq"
"S_82","Y","30s","M","CAU","MW",NA,"",NA,"Alice","mnpi","lift","pnq","c1","mnpi-lift-c2",26,84,98,80,69,"","exp2a","pnq"
"S_82","Y","30s","M","CAU","MW",NA,"",NA,"Carrie","evenl","inkling","pq","c1","evenl-inkling-c2",7,96,5,4,78,"","exp2a","pq"
"S_82","Y","30s","M","CAU","MW",NA,"",NA,"Matt","evenh","solve","evenpnq","c1","evenh-solve-c2",11,71,48,48,0,"","exp2a","evenpnq"
"S_82","Y","30s","M","CAU","MW",NA,"",NA,"Lily","snpi","anything","evenq","c1","snpi-anything-c2",50,77,90,66,63,"","exp2a","evenq"
"S_371","Y","50s","M","CAU","SO",NA,"",NA,"Andrew","mnpi","give","evenpnq","c1","mnpi-give-c2",41,86,85,73,49,"","exp2a","evenpnq"
"S_371","Y","50s","M","CAU","SO",NA,"",NA,"Matt","evenh","solve","pnq","c1","evenh-solve-c2",87,86,91,29,32,"","exp2a","pnq"
"S_371","Y","50s","M","CAU","SO",NA,"",NA,"Lily","snpi","anything","pq","c1","snpi-anything-c2",93,46,93,81,21,"","exp2a","pq"
"S_371","Y","50s","M","CAU","SO",NA,"",NA,"Jacob","evenl","grain","evenq","c1","evenl-grain-c2",93,91,96,85,67,"","exp2a","evenq"
"S_287","Y","20s","F","CAU","MA",NA,"",NA,"Carrie","evenl","inkling","evenq","c1","evenl-inkling-c2",68,73,69,83,72,"","exp2a","evenq"
"S_287","Y","20s","F","CAU","MA",NA,"",NA,"Sally","evenh","call","pnq","c1","evenh-call-c2",73,84,79,83,81,"","exp2a","pnq"
"S_287","Y","20s","F","CAU","MA",NA,"",NA,"Alice","mnpi","lift","evenpnq","c1","mnpi-lift-c2",76,87,93,92,92,"","exp2a","evenpnq"
"S_287","Y","20s","F","CAU","MA",NA,"",NA,"Roy","snpi","anytime","pq","c1","snpi-anytime-c2",81,88,85,77,86,"","exp2a","pq"
"S_46","Y","20s","M","AFR","SO",NA,"",NA,"Matt","evenh","solve","pq","c1","evenh-solve-c2",37,0,100,73,25,"","exp2a","pq"
"S_46","Y","20s","M","AFR","SO",NA,"",NA,"Lily","snpi","anything","evenpnq","c1","snpi-anything-c2",0,26,18,88,77,"","exp2a","evenpnq"
"S_46","Y","20s","M","AFR","SO",NA,"",NA,"Andrew","mnpi","give","evenq","c1","mnpi-give-c2",0,81,0,79,100,"","exp2a","evenq"
"S_46","Y","20s","M","AFR","SO",NA,"",NA,"Jacob","evenl","grain","pnq","c1","evenl-grain-c2",7,84,0,18,72,"","exp2a","pnq"
"S_71","Y","30s","F","CAU","NE",NA,"",NA,"Carrie","evenl","inkling","pnq","c1","evenl-inkling-c2",85,91,92,81,100,"","exp2a","pnq"
"S_71","Y","30s","F","CAU","NE",NA,"",NA,"Alice","mnpi","lift","evenq","c1","mnpi-lift-c2",57,99,78,58,34,"","exp2a","evenq"
"S_71","Y","30s","F","CAU","NE",NA,"",NA,"Matt","evenh","solve","pq","c1","evenh-solve-c2",56,18,61,9,2,"","exp2a","pq"
"S_71","Y","30s","F","CAU","NE",NA,"",NA,"Roy","snpi","anytime","evenpnq","c1","snpi-anytime-c2",100,92,95,100,76,"","exp2a","evenpnq"
"S_210","Y","30s","M","CAU","SO",NA,"",NA,"Alice","mnpi","lift","pq","c1","mnpi-lift-c2",60,8,77,13,14,"","exp2a","pq"
"S_210","Y","30s","M","CAU","SO",NA,"",NA,"Matt","evenh","solve","evenq","c1","evenh-solve-c2",70,24,79,13,9,"","exp2a","evenq"
"S_210","Y","30s","M","CAU","SO",NA,"",NA,"Carrie","evenl","inkling","evenpnq","c1","evenl-inkling-c2",31,77,23,66,11,"","exp2a","evenpnq"
"S_210","Y","30s","M","CAU","SO",NA,"",NA,"Lily","snpi","anything","pnq","c1","snpi-anything-c2",81,65,12,82,21,"","exp2a","pnq"
"S_364","Y","40s","F","CAU","SW",NA,"",NA,"Jacob","evenl","grain","pnq","c1","evenl-grain-c2",93,93,77,38,62,"","exp2a","pnq"
"S_364","Y","40s","F","CAU","SW",NA,"",NA,"Alice","mnpi","lift","evenq","c1","mnpi-lift-c2",26,98,92,90,64,"","exp2a","evenq"
"S_364","Y","40s","F","CAU","SW",NA,"",NA,"Roy","snpi","anytime","evenpnq","c1","snpi-anytime-c2",95,96,89,90,15,"","exp2a","evenpnq"
"S_364","Y","40s","F","CAU","SW",NA,"",NA,"Matt","evenh","solve","pq","c1","evenh-solve-c2",50,51,53,53,7,"","exp2a","pq"
"S_288","Y","20s","M","AFR","MW",NA,"",NA,"Andrew","mnpi","give","pq","c1","mnpi-give-c2",0,100,73,19,17,"","exp2a","pq"
"S_288","Y","20s","M","AFR","MW",NA,"",NA,"Roy","snpi","anytime","pnq","c1","snpi-anytime-c2",99,36,100,99,32,"","exp2a","pnq"
"S_288","Y","20s","M","AFR","MW",NA,"",NA,"Sally","evenh","call","evenq","c1","evenh-call-c2",1,87,89,99,55,"","exp2a","evenq"
"S_288","Y","20s","M","AFR","MW",NA,"",NA,"Carrie","evenl","inkling","evenpnq","c1","evenl-inkling-c2",1,98,2,1,90,"","exp2a","evenpnq"
